"id_receita","receitas_concatenadas"
913,"porta-shampoo, Óculos de Esportes, porta-shampoo, Boca de Sorriso 15mm, porta-shampoo, Lã Amigurumi Soft - Azul Claro, bolsas de tablet/laptop, Óculos de Esportes, bolsas de tablet/laptop, Boca de Sorriso 15mm, bolsas de tablet/laptop, Lã Amigurumi Soft - Azul Claro"
914,"blusas, Botão Pequeno Rosa, babadores, Botão Pequeno Rosa"
915,"mochilas, Mini Gorros de Papai Noel, mochilas, Lã Amigurumi  - Marrom, mochilas, Barbante Natural 4 - Roxo Claro"
916,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 8 - Roxo, cortinas, Barbante 4 - Cinza Escuro, porta-talheres, Agulha de Crochê 4,0 mm, porta-talheres, Lã algodão 8 - Roxo, porta-talheres, Barbante 4 - Cinza Escuro"
917,"porta-copos, Mini Árvores de Natal, porta-copos, Barbante Natural 2 - Azul Claro, porta-copos, Barbante 4 - Laranja, bolsas de tablet/laptop, Mini Árvores de Natal, bolsas de tablet/laptop, Barbante Natural 2 - Azul Claro, bolsas de tablet/laptop, Barbante 4 - Laranja"
918,"saidas de praia, Focinho de Gato 8mm, saidas de praia, Lã Amigurumi  Pelúcia - Verde"
919,"saidas de praia, Agulha de Crochê 4,0 mm, saidas de praia, Lã algodão 8 - Vermelho"
920,"porta-shampoo, Boca de Boneca 12mm, capas para livros, Boca de Boneca 12mm"
921,"colares, Botão Pequeno Iridescente"
922,"gorros, Boca de Sorriso 20mm, gorros, Botão Pequeno Laranja, chaveiros, Boca de Sorriso 20mm, chaveiros, Botão Pequeno Laranja"
923,"bolsas, Agulha de Crochê 4,0 mm, bolsas, Barbante 4 - Vermelho Claro, bolsas, Lã algodão 8 - Laranja Escuro, chaveiros, Agulha de Crochê 4,0 mm, chaveiros, Barbante 4 - Vermelho Claro, chaveiros, Lã algodão 8 - Laranja Escuro"
924,"amigurumis, Lã Amigurumi  Pelúcia - Azul Escuro"
925,"porta-shampoo, Agulha de Crochê 4,0 mm, porta-shampoo, Barbante 8 - Rosa Escuro, porta-shampoo, Barbante 8 - Vermelho Escuro"
926,"panos de prato, Agulha de Crochê 4,0 mm, panos de prato, Barbante 8 - Vermelho Escuro"
927,"amigurumis, Botão Pequeno Tons Naturais, amigurumis, Botão Pequeno Vermelho, gorros, Botão Pequeno Tons Naturais, gorros, Botão Pequeno Vermelho"
928,"meias, Agulha de Crochê 4,0 mm, meias, Barbante 4 - Verde Claro, meias, Barbante 8 - Vermelho Escuro, cintos, Agulha de Crochê 4,0 mm, cintos, Barbante 4 - Verde Claro, cintos, Barbante 8 - Vermelho Escuro"
929,"babadores, Agulha de Crochê 4,0 mm, babadores, Lã algodão 4 - Vermelho Escuro, babadores, Lã algodão 4 - Azul, vestidos, Agulha de Crochê 4,0 mm, vestidos, Lã algodão 4 - Vermelho Escuro, vestidos, Lã algodão 4 - Azul"
930,"capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Barbante 8 - Vermelho Claro, capas para garrafas de agua quente, Barbante 8 - Roxo Claro"
931,"colares, Bolinhas decorativas, colares, Barbante Natural 2 - Vermelho Escuro"
932,"gorros, Chapéu de Palha, gorros, Olhos de Cachorro de Botão 8mm, gorros, Lã Amigurumi Soft - Laranja Claro, gorros, Lã Amigurumi  Pelúcia - Verde Claro"
933,"conjuntos de lingerie, Agulha de Crochê 4,0 mm, conjuntos de lingerie, Barbante 4 - Cinza Claro, conjuntos de lingerie, Barbante 8 - Marrom"
934,"mochilas, Guirlandas, mochilas, Barbante 2 - Verde Claro, mochilas, Lã algodão 4 - Azul Claro, cintos, Guirlandas, cintos, Barbante 2 - Verde Claro, cintos, Lã algodão 4 - Azul Claro"
935,"mobiles para berco, Focinho de Urso 15mm, mobiles para berco, Focinho de Porco 20mm, mobiles para berco, Lã Amigurumi  Pelúcia - Roxo Escuro"
936,"cobertores, Lã algodão 8 - Branco, cobertores, Lã algodão 8 - Vermelho Escuro, saidas de praia, Lã algodão 8 - Branco, saidas de praia, Lã algodão 8 - Vermelho Escuro"
937,"toucas e sapatinhos para bebe, Agulha de Crochê 4,0 mm, toucas e sapatinhos para bebe, Lã algodão 8 - Verde Escuro, toucas e sapatinhos para bebe, Barbante 4 - Roxo Escuro"
938,"panos de prato, Olhos de Gato de Plástico 6mm, panos de prato, Lã Amigurumi  Pelúcia - Cinza Claro, panos de prato, Lã Amigurumi  Pelúcia - Amarelo Escuro, biquinis, Olhos de Gato de Plástico 6mm, biquinis, Lã Amigurumi  Pelúcia - Cinza Claro, biquinis, Lã Amigurumi  Pelúcia - Amarelo Escuro"
939,"blusas, Guirlandas, blusas, Lã algodão 4 - Cinza Escuro, blusas, Barbante 4 - Roxo Escuro, chapeus, Guirlandas, chapeus, Lã algodão 4 - Cinza Escuro, chapeus, Barbante 4 - Roxo Escuro"
940,"meias, Boca de Boneca 15mm, meias, Lã Amigurumi  Pelúcia - Marrom"
941,"toucas e sapatinhos para bebe, Lã Amigurumi  Pelúcia - Verde Claro, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Azul, golas, Lã Amigurumi  Pelúcia - Verde Claro, golas, Lã Amigurumi Soft - Azul"
942,"panos de prato, Chapéu de Sol, panos de prato, Olhos de Cachorro de Botão 8mm"
943,"animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Barbante 4 - Verde Claro"
944,"coletes, Mini Árvores de Natal, coletes, Barbante Natural 6 - Azul Escuro, coletes, Barbante 2 - Preto"
945,"cestas organizadoras, Lã algodão 4 - Amarelo Escuro"
946,"xales, Pequenas Caixas de Presente, xales, Barbante Natural 4 - Marrom, saidas de praia, Pequenas Caixas de Presente, saidas de praia, Barbante Natural 4 - Marrom"
947,"capas para garrafas de agua quente, Mini Árvores de Natal, capas para garrafas de agua quente, Lã Amigurumi Soft - Roxo Claro, capas para garrafas de agua quente, Lã Amigurumi  - Cinza Claro, capas para tampa de vaso, Mini Árvores de Natal, capas para tampa de vaso, Lã Amigurumi Soft - Roxo Claro, capas para tampa de vaso, Lã Amigurumi  - Cinza Claro"
948,"colares, Agulha de Crochê 4,5 mm, colares, Agulha de Crochê Tunisiano 6,5 mm, conjuntos de lingerie, Agulha de Crochê 4,5 mm, conjuntos de lingerie, Agulha de Crochê Tunisiano 6,5 mm"
949,"xales, Agulha de Crochê 4,0 mm, xales, Lã algodão 8 - Amarelo Claro"
950,"diversos, outros, Agulha de Crochê 4,0 mm, diversos, outros, Lã algodão 4 - Rosa Escuro, capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Lã algodão 4 - Rosa Escuro"
951,"mobiles para berco, Bolinhas decorativas, mobiles para berco, Lã algodão 4 - Verde, mobiles para berco, Barbante 4 - Cinza Escuro, xales, Bolinhas decorativas, xales, Lã algodão 4 - Verde, xales, Barbante 4 - Cinza Escuro"
952,"babadores, Mini Gorros de Papai Noel, babadores, Barbante Natural 8 - Cinza Claro, babadores, Barbante 8 - Rosa Escuro, biquinis, Mini Gorros de Papai Noel, biquinis, Barbante Natural 8 - Cinza Claro, biquinis, Barbante 8 - Rosa Escuro"
953,"chaveiros, Agulha de Crochê 4,0 mm, chaveiros, Barbante 8 - Cinza Escuro, gorros, Agulha de Crochê 4,0 mm, gorros, Barbante 8 - Cinza Escuro"
954,"bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Barbante 8 - Branco, bolsas de tablet/laptop, Barbante 4 - Verde Escuro, capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Barbante 8 - Branco, capas para garrafas de agua quente, Barbante 4 - Verde Escuro"
955,"golas, Agulha de Crochê 4,0 mm, golas, Lã algodão 8 - Vermelho, golas, Lã algodão 8 - Laranja, coletes, Agulha de Crochê 4,0 mm, coletes, Lã algodão 8 - Vermelho, coletes, Lã algodão 8 - Laranja"
956,"panos de prato, Óculos de Mergulho, panos de prato, Olhos de Cachorro de Pelúcia 10mm, panos de prato, Lã Amigurumi  Pelúcia - Marrom, panos de prato, Lã Amigurumi  Pelúcia - Azul Escuro, xales, Óculos de Mergulho, xales, Olhos de Cachorro de Pelúcia 10mm, xales, Lã Amigurumi  Pelúcia - Marrom, xales, Lã Amigurumi  Pelúcia - Azul Escuro"
957,"amigurumis, Focinho de Porco 20mm, amigurumis, Lã Amigurumi  Pelúcia - Amarelo, capas para almofadas, Focinho de Porco 20mm, capas para almofadas, Lã Amigurumi  Pelúcia - Amarelo"
958,"cobertores, Focinho de Porco 20mm, cobertores, Lã Amigurumi Soft - Vermelho Escuro"
959,"capas para livros, Agulha de Crochê 4,0 mm, capas para livros, Barbante 4 - Verde Escuro"
960,"jogos americanos, Focinho de Porco 20mm, jogos americanos, Lã Amigurumi Soft - Laranja Escuro, jogos americanos, Lã Amigurumi Soft - Roxo Claro, saidas de praia, Focinho de Porco 20mm, saidas de praia, Lã Amigurumi Soft - Laranja Escuro, saidas de praia, Lã Amigurumi Soft - Roxo Claro"
961,"saidas de praia, Olhos de Cachorro de Botão 8mm, saidas de praia, Óculos de Leitura, saidas de praia, Lã Amigurumi Soft - Vermelho, saidas de praia, Lã Amigurumi Soft - Roxo Escuro"
962,"cortinas, Chapéu de Sol, cortinas, Boca de Boneca 15mm, cortinas, Lã Amigurumi  Pelúcia - Cinza Claro, bichinhos, Chapéu de Sol, bichinhos, Boca de Boneca 15mm, bichinhos, Lã Amigurumi  Pelúcia - Cinza Claro"
963,"capas para almofadas, Lã algodão 4 - Preto, vestidos, Lã algodão 4 - Preto"
964,"animais de pelucia, Mini Árvores de Natal, animais de pelucia, Barbante Natural 8 - Azul, animais de pelucia, Barbante Natural 6 - Cinza Escuro, bonecos, Mini Árvores de Natal, bonecos, Barbante Natural 8 - Azul, bonecos, Barbante Natural 6 - Cinza Escuro"
965,"porta-copos, Mini Gorros de Papai Noel, porta-copos, Barbante Natural 6 - Cinza Claro, cortinas, Mini Gorros de Papai Noel, cortinas, Barbante Natural 6 - Cinza Claro"
966,"saidas de praia, Agulha de Crochê 4,0 mm, saidas de praia, Lã algodão 8 - Amarelo, coletes, Agulha de Crochê 4,0 mm, coletes, Lã algodão 8 - Amarelo"
967,"capas para tampa de vaso, Chapéu de Cowboy, capas para tampa de vaso, Boca de Boneca 12mm, capas para tampa de vaso, Lã Amigurumi  Pelúcia - Roxo Escuro"
968,"xales, Chapéu de Páscoa, xales, Lã Amigurumi Soft - Amarelo Claro, xales, Lã Amigurumi  Pelúcia - Marrom, mochilas, Chapéu de Páscoa, mochilas, Lã Amigurumi Soft - Amarelo Claro, mochilas, Lã Amigurumi  Pelúcia - Marrom"
969,"babadores, Boca de Boneca 12mm, babadores, Olhos de Cachorro de Botão 8mm, babadores, Lã Amigurumi Soft - Rosa Claro, cortinas, Boca de Boneca 12mm, cortinas, Olhos de Cachorro de Botão 8mm, cortinas, Lã Amigurumi Soft - Rosa Claro"
970,"bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Barbante 8 - Verde Escuro, bolsas de tablet/laptop, Barbante 8 - Marrom"
971,"blusas, Agulha de Crochê 4,0 mm, blusas, Agulha de Crochê 9,0 mm"
972,"tapetes, Boca de Sorriso 15mm, tapetes, Lã Amigurumi Soft - Marrom, mochilas, Boca de Sorriso 15mm, mochilas, Lã Amigurumi Soft - Marrom"
973,"bonecos, Guirlandas, bonecos, Mini Árvores de Natal"
974,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Barbante 4 - Laranja, cortinas, Barbante 4 - Cinza Claro"
975,"capas para livros, Agulha de Crochê 4,0 mm, capas para livros, Lã algodão 4 - Verde, capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Lã algodão 4 - Verde"
976,"chapeus, Bolinhas decorativas, chapeus, Barbante Natural 8 - Vermelho Escuro, vestidos, Bolinhas decorativas, vestidos, Barbante Natural 8 - Vermelho Escuro"
977,"porta-copos, Guirlandas, porta-copos, Barbante Natural 8 - Vermelho, porta-copos, Lã Amigurumi Soft - Roxo Claro"
978,"chapeus, Fitas, chapeus, Óculos de Natação, jogos americanos, Fitas, jogos americanos, Óculos de Natação"
979,"mobiles para berco, Pequenas Caixas de Presente, conjuntos de lingerie, Pequenas Caixas de Presente"
980,"porta-sabonetes, Agulha de Crochê 4,0 mm, porta-sabonetes, Lã algodão 4 - Azul Escuro, luvas, Agulha de Crochê 4,0 mm, luvas, Lã algodão 4 - Azul Escuro"
981,"cestas organizadoras, Mini Árvores de Natal, cestas organizadoras, Barbante Natural 4 - Vermelho Claro, mochilas, Mini Árvores de Natal, mochilas, Barbante Natural 4 - Vermelho Claro"
982,"bonecos, Lã algodão 4 - Laranja Escuro, bonecos, Lã algodão 2 - Cinza Escuro, panos de prato, Lã algodão 4 - Laranja Escuro, panos de prato, Lã algodão 2 - Cinza Escuro"
983,"porta-copos, Óculos de Sol, porta-copos, Lã Amigurumi Soft - Branco, porta-copos, Lã Amigurumi  Pelúcia - Vermelho Claro, jogos americanos, Óculos de Sol, jogos americanos, Lã Amigurumi Soft - Branco, jogos americanos, Lã Amigurumi  Pelúcia - Vermelho Claro"
984,"porta-toalhas, Pequenas Caixas de Presente, porta-toalhas, Barbante 2 - Azul Escuro, meias, Pequenas Caixas de Presente, meias, Barbante 2 - Azul Escuro"
985,"toucas e sapatinhos para bebe, Mini Árvores de Natal, toucas e sapatinhos para bebe, Barbante Natural 2 - Azul Claro, toucas e sapatinhos para bebe, Lã Amigurumi  Brilho - Roxo Claro"
986,"cestas organizadoras, Óculos de Natação, cestas organizadoras, Lã Amigurumi Soft - Amarelo Escuro, cestas organizadoras, Lã Amigurumi Soft - Branco, porta-copos, Óculos de Natação, porta-copos, Lã Amigurumi Soft - Amarelo Escuro, porta-copos, Lã Amigurumi Soft - Branco"
987,"capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Lã algodão 8 - Vermelho Claro, capas para garrafas de agua quente, Barbante 8 - Rosa Escuro, bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Lã algodão 8 - Vermelho Claro, bolsas de tablet/laptop, Barbante 8 - Rosa Escuro"
988,"top cropped, Olhos de Gato de Plástico 6mm, top cropped, Chapéu de Cowboy, top cropped, Lã Amigurumi Soft - Vermelho"
989,"amigurumis, Chapéu de Inverno, amigurumis, Chapéu de Palha, amigurumis, Lã Amigurumi Soft - Cinza"
990,"porta-shampoo, Botas de Natal, porta-shampoo, Lã algodão 4 - Preto, porta-shampoo, Barbante Natural 6 - Verde Claro, enfeites para carrinho de bebe, Botas de Natal, enfeites para carrinho de bebe, Lã algodão 4 - Preto, enfeites para carrinho de bebe, Barbante Natural 6 - Verde Claro"
991,"porta-toalhas, Chapéu de Palha, porta-toalhas, Boca de Cachorro 12mm, porta-toalhas, Lã Amigurumi Soft - Vermelho, porta-toalhas, Lã Amigurumi Soft - Laranja"
992,"capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Barbante 8 - Roxo Claro"
993,"bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Lã algodão 4 - Rosa, bolsas de tablet/laptop, Barbante 4 - Cinza Escuro, xales, Agulha de Crochê 4,0 mm, xales, Lã algodão 4 - Rosa, xales, Barbante 4 - Cinza Escuro"
994,"porta-sabonetes, Mini Árvores de Natal, porta-sabonetes, Lã Amigurumi  Pelúcia - Roxo Escuro"
995,"enfeites para carrinho de bebe, Botão Pequeno Metálico"
996,"porta-shampoo, Focinho de Urso 15mm, porta-shampoo, Lã Amigurumi  Pelúcia - Cinza, chapeus, Focinho de Urso 15mm, chapeus, Lã Amigurumi  Pelúcia - Cinza"
997,"enfeites para carrinho de bebe, Guirlandas, enfeites para carrinho de bebe, Barbante 2 - Roxo Claro, xales, Guirlandas, xales, Barbante 2 - Roxo Claro"
998,"cestas organizadoras, Óculos de Esportes, cestas organizadoras, Óculos de Segurança, cestas organizadoras, Lã Amigurumi  Pelúcia - Preto, cestas organizadoras, Lã Amigurumi  Pelúcia - Rosa"
999,"capas para garrafas de agua quente, Mini Gorros de Papai Noel, capas para garrafas de agua quente, Barbante 8 - Verde Escuro, capas para garrafas de agua quente, Lã Amigurumi  Pelúcia - Laranja Escuro, capas para tampa de vaso, Mini Gorros de Papai Noel, capas para tampa de vaso, Barbante 8 - Verde Escuro, capas para tampa de vaso, Lã Amigurumi  Pelúcia - Laranja Escuro"
1000,"xales, Agulha de Crochê 4,0 mm, xales, Lã algodão 8 - Amarelo, xales, Lã algodão 8 - Marrom, cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 8 - Amarelo, cortinas, Lã algodão 8 - Marrom"
